suite,fid,iid,ela_level.mmce_qda_50,ic.eps.max,disp.ratio_mean_02,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.intercept,ela_level.mmce_lda_25,disp.diff_median_02,ela_level.mmce_qda_25,ela_level.lda_qda_25,disp.diff_median_10,ela_level.lda_mda_25,ela_level.lda_qda_50,disp.diff_median_25,ela_level.lda_mda_50,ela_distr.number_of_peaks,disp.ratio_mean_05,disp.diff_mean_05,ela_level.lda_mda_10,ela_distr.skewness,pca.expl_var.cov_x,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_50,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,ic.m0,ela_level.lda_qda_10,disp.ratio_median_05,disp.diff_mean_25,ela_level.mmce_lda_10,ela_level.qda_mda_25,ela_meta.lin_simple.coef.min,disp.diff_median_05,disp.ratio_mean_25,pca.expl_var.cor_init,pca.expl_var.cov_init,ela_level.qda_mda_50,ic.h.max,ela_meta.lin_simple.adj_r2,ela_meta.quad_simple.cond,nbc.nn_nb.cor,nbc.nb_fitness.cor,ela_meta.quad_simple.adj_r2,ela_distr.kurtosis,ela_level.qda_mda_10,ela_level.mmce_qda_10,pca.expl_var.cor_x,ic.eps.ratio,ela_level.mmce_mda_10,disp.ratio_mean_10,pca.expl_var_PC1.cov_x,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_02,ela_level.mmce_mda_25,ela_meta.quad_w_interact.adj_r2,pca.expl_var_PC1.cor_init,nbc.dist_ratio.coeff_var,nbc.nn_nb.sd_ratio,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_50,disp.diff_mean_10,cluster
bbob,22,3,0.24325,0.1271,0.91925,0.1211,34.39245,0.2591,-0.8631,0.2043499999999999,1.2642,-0.93235,1.0467,1.4894500000000002,-0.8887499999999999,1.1535,9.0,0.92005,-1.01275,0.9988,-3.39685,0.9,0.1807,0.3649,0.92655,0.93,-1.0224,0.57845,1.0283,0.9265,-0.89425,0.1,0.8286,0.01055,-0.9323,0.9294,0.9091,0.9091,0.7779,0.75705,0.0741,5.3205,0.07225,-0.5327,0.13265,22.1257,0.97135,0.0972,0.9,-0.4555,0.1001,0.92265,0.1211,19.24155,0.93195,0.2476999999999999,0.3289,0.1191,0.0833,0.0766,0.2158,0.199,0.9507,0.31605,-0.97955,4
bbob,22,4,0.2405999999999999,0.12425,0.8530500000000001,0.11995,381.167,0.2390499999999999,-1.803,0.19005,1.2593,-1.37765,1.07685,1.37885,-1.07425,1.10935,9.0,0.87425,-1.5929,1.0056500000000002,-3.29695,0.9,0.19315,0.3331,0.8914,0.91535,-1.86105,0.5788,1.0887,0.87625,-1.06675,0.1005,0.8560000000000001,0.01545,-1.5709499999999998,0.9158,0.9091,0.9091,0.80145,0.7556,0.13655,3.85475,0.0761,-0.5206500000000001,0.21635,20.37835,0.9272,0.0923,0.9,-0.4354,0.09995,0.8915,0.11995,22.0407,0.8579,0.222,0.4168,0.1256,0.0816,0.0831,0.2712,0.3297,0.95235,0.30095,-1.3747,4
bbob,22,5,0.2415,0.1459,0.86635,0.1207,134.86805,0.2552999999999999,-1.6364,0.20995,1.21545,-1.39825,1.04535,1.5681500000000002,-1.17935,1.2062,9.0,0.87605,-1.5696,1.0,-3.37,0.9,0.18315,0.3819,0.88985,0.90705,-1.69235,0.5785,1.01455,0.87905,-1.1631,0.1,0.8584,0.0068,-1.53445,0.9082,0.9091,0.9091,0.76935,0.76075,0.0645,5.1775,0.0804999999999999,-0.546,0.1813,21.6928,0.985,0.09855,0.9,-0.3954,0.1,0.8888,0.1207,26.63295,0.87105,0.2446,0.3504,0.11735,0.07985,0.08775,0.17845,0.1899,0.9539,0.3183,-1.4087,4
bbob,23,1,0.4977,0.9225,1.00085,0.11995,23.09745,0.25,0.00065,0.25,1.0,0.03505,1.0,0.9985,0.0063,1.0,1.0,1.0008,0.0101,1.0,0.4993499999999999,0.9,0.34775,0.4994,1.0028,1.0005,0.0111,0.66665,1.0,1.001,0.0084,0.1,1.0,0.0020499999999999,0.0131,1.0006499999999998,0.9091,0.9091,1.0009,0.86925,0.0,17.40245,0.045,-0.57125,0.00015,-0.13785,1.0,0.1,0.9,0.2052,0.1,1.0034,0.11995,24.9456,1.00005,0.25,-0.00045,0.1091,0.12345,0.0448,0.0,0.05205,0.91155,0.4997,0.0431,4
bbob,23,2,0.4986,0.9225,1.0012,0.12,16.25535,0.25,0.00945,0.25,1.0,-0.00125,1.0,1.00465,0.00385,1.00635,1.0,1.00015,0.0024,1.0,0.5046999999999999,0.9,0.3473,0.50415,0.9999,1.0003,0.01535,0.6668499999999999,1.0,1.0007,0.0028,0.1,1.0,0.00095,0.0089,1.0002,0.9091,0.9091,1.00025,0.87045,-0.0003,20.9389,0.05875,-0.5742,-0.00045,-0.1362499999999999,1.0,0.1,0.9,0.2052,0.1,0.99995,0.12,43.52235,1.00075,0.25,-5e-05,0.1091,0.1241,0.0499499999999999,0.0,0.0465,0.9109,0.499,-0.0005499999999999,4
bbob,23,3,0.5016499999999999,0.9225,0.99755,0.12025,-114.3695,0.25,-0.0197999999999999,0.25,1.0,0.00455,1.0,0.9986,-0.002,0.99665,1.0,1.00115,0.0148499999999999,1.0,0.5211,0.9,0.3491999999999999,0.50135,1.00035,0.99985,-0.03105,0.6656500000000001,1.0,1.00065,-0.005,0.1,1.0,0.00225,0.0081,0.9996,0.9091,0.9091,0.99925,0.87035,-0.0002,19.3536,0.05115,-0.57115,-0.0002,-0.09505,1.0,0.1,0.9,0.2252,0.1,1.0007,0.12025,26.658700000000003,0.99845,0.25,-0.0015999999999999,0.10935,0.1236,0.0498,-0.0008,0.04525,0.9116,0.5014000000000001,0.00845,4
bbob,23,4,0.5002,0.94425,1.0005000000000002,0.1205,-206.90505,0.25,0.0067,0.25,1.0,-0.0136499999999999,1.0,1.0011,-0.0064,1.00335,1.0,0.9974,-0.03295,1.0,0.4913499999999999,0.9,0.3474,0.5004500000000001,0.9989,0.9995,0.0059,0.6675,1.0,0.99735,-0.0081,0.1,1.0,0.0018,-0.0338,0.9994,0.9091,0.9091,1.001,0.87155,-0.0003,30.3127,0.05075,-0.57375,-0.0003,-0.15245,1.0,0.1,0.9,0.2152,0.1,0.9992,0.1205,22.922,1.0005,0.25,-0.00155,0.1097,0.1236,0.04575,-0.0002,0.0482999999999999,0.9114,0.50065,-0.01015,4
bbob,23,5,0.50005,0.9225,1.005,0.1196,-28.2022,0.25,0.05265,0.25,1.0,-0.0075499999999999,1.0,0.9968,-0.0061,1.0033,1.0,1.0006,0.0077,1.0,0.5015499999999999,0.9,0.3493,0.50075,0.9994,0.99955,0.0635,0.66615,1.0,0.9999,-0.0057,0.1,1.0,0.00285,-0.00155,0.99955,0.9091,0.9091,1.0031,0.87205,-0.0002,24.4677,0.0549999999999999,-0.5730500000000001,-0.00025,-0.13615,1.0,0.1,0.9,0.2252,0.1,0.9992,0.1196,17.893900000000002,1.00415,0.25,-0.0012,0.1088,0.12375,0.044,-0.00045,0.0515,0.9115,0.4983499999999999,-0.00995,4
bbob,24,1,0.1581,7.5161,0.70265,0.11955,457.20755,0.2308,-3.94885,0.1752,1.3161,-2.8272500000000003,1.0853000000000002,2.097,-2.01325,1.0396999999999998,1.0,0.74285,-3.2577,1.0132,0.3584,0.9,0.9885,0.3288999999999999,0.77725,0.84135,-3.7666,0.5776,1.14175,0.73505,-2.0109000000000004,0.1001,0.8269500000000001,2.49275,-3.3619000000000003,0.84125,0.9091,0.0909,0.4999,0.8499,0.17045,1.1266,0.1006,-0.4955,0.74495,0.11235,0.88795,0.08785,0.9,1.1061,0.0991499999999999,0.7818,0.11955,1.94285,0.6889000000000001,0.2116,0.88035,0.13025,0.06195,0.111,0.30945,4.9745,0.96685,0.31825,-2.76355,1
bbob,24,2,0.1553999999999999,7.6893,0.70095,0.12115,447.898,0.2324999999999999,-3.96025,0.17895,1.2979,-2.79985,1.08245,2.14245,-1.98815,1.0346,1.0,0.7444,-3.2373,1.0114,0.33225,0.9,0.9884,0.3377,0.7794,0.84335,-3.7882,0.5777,1.1324,0.73665,-1.98175,0.1001,0.83405,2.55875,-3.3425,0.84355,0.9091,0.0909,0.47975,0.85135,0.1587,1.1232,0.10565,-0.4981,0.7406,0.1134,0.8942000000000001,0.08875,0.9,1.1061,0.09895,0.78335,0.12115,1.8328,0.6878500000000001,0.2145,0.8774,0.13065,0.06195,0.1189,0.29705,4.60425,0.9669,0.32575,-2.74465,1
bbob,24,3,0.15435,7.3429,0.6999,0.11985,368.47575,0.23125,-4.039949999999999,0.1768,1.30335,-2.8266,1.0847,2.1336000000000004,-2.0089,1.0395,1.0,0.74225,-3.26465,1.01395,0.3388,0.9,0.9887,0.33145,0.77725,0.8417,-3.80115,0.5766,1.1426500000000002,0.7325999999999999,-1.99955,0.10005,0.8306,2.69695,-3.3927,0.84215,0.9091,0.0909,0.48965,0.85,0.1616,1.12535,0.1015,-0.4943999999999999,0.74195,0.1008,0.88725,0.08785,0.9,1.1061,0.09855,0.78195,0.11985,1.8324,0.68165,0.21375,0.87895,0.1309,0.062,0.1113,0.3065,4.80875,0.96715,0.31835,-2.76215,1
bbob,24,4,0.15775,7.6893,0.69435,0.1202,549.9974,0.2307,-4.050599999999999,0.1752,1.31585,-2.86175,1.0812,2.083,-2.01315,1.0386,1.0,0.7412000000000001,-3.2782,1.012,0.3328,0.9,0.9887,0.3319499999999999,0.7745500000000001,0.84135,-3.87095,0.5771,1.1527,0.73185,-2.01215,0.1,0.82385,2.5889,-3.40175,0.8411500000000001,0.9091,0.0909,0.4983999999999999,0.8518,0.16975,1.11815,0.10115,-0.4959,0.75315,0.08555,0.8793,0.08685,0.9,1.1061,0.09885,0.7791,0.1202,1.8673,0.68075,0.2152,0.88045,0.1313,0.0616,0.11985,0.30605,4.8919,0.9674,0.3178999999999999,-2.7983,1
bbob,24,5,0.15665,7.6893,0.6979500000000001,0.12025,221.4517,0.2315,-4.058,0.17645,1.31465,-2.8255,1.08575,2.13885,-1.9963,1.0387499999999998,1.0,0.74135,-3.2762,1.01265,0.31345,0.9,0.9885,0.3368,0.77735,0.84265,-3.82605,0.5768,1.15095,0.734,-1.9945,0.1002,0.8270500000000001,2.4745,-3.37585,0.84255,0.9091,0.0909,0.48465,0.8503,0.162,1.111,0.1026,-0.4973999999999999,0.7472000000000001,0.06155,0.88375,0.0874,0.9,1.1061,0.09895,0.7819,0.12025,1.92825,0.6803,0.2138,0.87825,0.1301,0.0616499999999999,0.1157,0.2961,4.89585,0.96715,0.32505,-2.76215,1
cec2013,1,1,0.13,61.205,0.6411,0.12065,50731.60405,0.14815,-90.49145,0.1007,1.4767,-59.5285,1.1102500000000002,1.34485,-38.80585,1.0565,1.0,0.70705,-74.209,1.09295,0.40465,0.9,0.9999,0.17475,0.76545,0.8471,-90.91915,0.5392,1.5396,0.7101,-39.42665,0.08345,0.7516499999999999,21.49715,-73.58995,0.8444,0.8182,0.0909,0.7877,0.8350500000000001,0.7198,1.0,0.12355,-0.3924499999999999,1.0,0.0573,0.712,0.0539,0.9,2.007,0.0761,0.7621,0.12065,6.6755,0.6435500000000001,0.13455,1.0,0.16975,0.0548,0.13785,0.723,143.24585000000002,0.972,0.1661,-60.26765,2
cec2013,2,1,0.07,10280447.3209,0.87585,0.12035,6649017396.78425,0.2955,-31.46815,0.08185,3.61335,-23.0943,1.87045,1.4229,-16.7318,1.2281,10.5,0.89615,-26.30855,0.97515,2.07765,0.9,1.0,0.099,0.909,0.9341,-31.45205,0.53765,1.82265,0.8947499999999999,-16.4802,0.1034,0.5137499999999999,1096525.6347500002,-26.7061,0.93495,0.8182,0.0909,0.8609,0.77355,0.5928500000000001,17.5547,0.07655,-0.2656,0.64105,4.86975,0.5381,0.05665,0.9,7.3524,0.10555,0.9098,0.12035,50.4222,0.876,0.1605,0.99285,0.16265,0.0815,0.08385,0.9465,55994021.06845,0.95175,0.0824999999999999,-22.8526,3
cec2013,3,1,0.1321,988737140994799.0,0.76695,0.1194,1.8651460538158147e+44,0.15805,-60.2534,0.1086999999999999,1.4527,-35.176199999999994,1.1876,1.3088,-22.30995,1.2298,85.5,0.82325,-44.77975,1.07595,83.99655,0.9,1.0,0.1745499999999999,0.8614,0.9121,-59.039,0.5416000000000001,1.37375,0.8194,-21.96675,0.0805,0.8141499999999999,4.6599330142599705e+41,-45.82995,0.9133,0.9091,0.0909,0.9333,0.4745,0.0019,9.54375,0.0861,-0.0110999999999999,0.0033,7277.511899999999,0.77905,0.0588,0.9,15.0,0.0749,0.8643,0.1194,10.3618,0.76255,0.1322499999999999,0.0525,0.1086,0.07655,0.0906,0.0189,5.1172963307870704e+42,0.955,0.14215,-34.3829,2
cec2013,4,1,0.05355,7109709.4323,0.9746,0.11845,3424108593.32835,0.25,-6.2748,0.0766999999999999,3.26,-6.48845,2.8289,7.932,-6.4395500000000006,12.13395,14.0,0.97505,-6.3264,1.0,2.47715,0.9,1.0,0.4222,0.97445,0.9746,-6.4312000000000005,0.55775,2.0202,0.97535,-6.45525,0.1,0.8593,370972.73025,-6.25765,0.9745,0.9091,0.0909,1.52525,0.75735,0.0383,73.74709999999999,0.06205,-0.2668,0.1362,8.0341,0.495,0.0495,0.9,7.2322,0.1,0.97345,0.11845,25.72205,0.9753,0.08835,0.9939,0.11445,0.09945,0.06035,0.89185,9656260.4328,0.9385,0.0349,-6.73535,3
cec2013,5,1,0.14625,613.4622,0.7977,0.11975,360576.88195,0.246,-51.97585,0.11075,2.2218,-33.0711,2.66415,1.98965,-22.77135,2.0215,12.0,0.8408500000000001,-40.32225,1.04745,1.6665,0.9,1.0,0.2909,0.8696999999999999,0.91025,-51.26415,0.56275,1.64925,0.84095,-22.7222,0.1037,1.21855,13.14315,-40.36115,0.9103,0.9091,0.0909,1.0263,0.7802,0.3923999999999999,2519.0508,0.09015,-0.3394,0.9389,2.1212,0.6335,0.0632,0.9,3.2082,0.09845,0.87025,0.11975,306.03150000000005,0.7951999999999999,0.09175,0.9815,0.15015,0.07525,0.10005,0.40055,4023.99405,0.95615,0.14225,-32.87255,2
cec2013,6,1,0.16165,30.654,0.7079,0.12115,16726.83325,0.16985,-74.5841,0.1215499999999999,1.3897,-48.81835,1.12305,1.3966,-32.75035,1.15255,2.0,0.762,-60.2843,1.06475,1.77965,0.9,0.9998,0.22575,0.80765,0.8709,-74.00995,0.5445,1.38205,0.7577,-32.66755,0.08485,0.808,3.37745,-61.48505,0.87105,0.9091,0.0909,0.82375,0.80315,0.4635,1.7802,0.1033,-0.34815,0.6823,5.36295,0.7703,0.0618,0.9,1.7868,0.07955,0.80955,0.12115,24.8618,0.70615,0.1507,0.86585,0.15455,0.0639,0.1132499999999999,0.6012500000000001,84.4268,0.9655,0.197,-48.2487,2
cec2013,7,1,0.13005,3908884.76675,0.76955,0.1202999999999999,3.79525666624727e+17,0.1588,-59.55165,0.10835,1.464,-35.52595,1.2002000000000002,1.29695,-22.2189,1.22255,16.0,0.8207,-45.426,1.07245,63.4576,0.9,1.0,0.1693,0.86,0.91245,-58.38715,0.542,1.37555,0.8185,-21.83305,0.08085,0.82655,1057029905549920.0,-46.0767,0.91385,0.9091,0.0909,0.95545,0.57765,0.0056,18.9894,0.0871,-0.01925,0.00865,4442.81165,0.7752,0.05845,0.9,8.9039,0.07535,0.8626,0.1202999999999999,9.308,0.7654,0.1319,0.0785,0.1099499999999999,0.0772,0.0859,0.03615,1.027271084627205e+16,0.9544,0.1373,-34.8038,2
cec2013,8,1,0.5006999999999999,0.0016,0.999,0.1215499999999999,-678.307,0.25,-0.02055,0.25,1.0,-0.51145,1.0,0.99525,-0.0264,0.99325,1.0,1.00055,0.1372999999999999,1.0,-0.62865,0.9,0.1215499999999999,0.4942,0.998,0.9999,-0.25145,0.66645,1.0,1.0004,-0.0404,0.1,1.0,3.07025e-06,0.09595,0.99985,0.9091,0.8182,0.99965,0.86835,-0.0001,18.47465,0.0543,-0.65625,-0.0002,0.49395,1.0,0.1,0.9,-2.5576,0.1,0.99855,0.1215499999999999,26.598,0.9999,0.25,-0.0012,0.1105,0.1238,0.04385,-0.00075,0.0001,0.91155,0.5001,-0.3712,4
cec2013,9,1,0.4556,0.0175,0.96955,0.1205499999999999,-580.0947,0.25,-6.9747,0.2501,0.9995,-4.9322,1.0,1.0511499999999998,-3.1697,1.005,1.0,0.976,-6.08385,1.0,0.0085,0.9,0.1205499999999999,0.4790999999999999,0.98055,0.9875,-7.714,0.6494,1.0,0.9756,-3.0611,0.1,1.0005,0.0001,-6.20225,0.98795,0.9091,0.8182,0.95995,0.868,0.0049999999999999,29.18585,0.0511,-0.60445,0.01105,-0.0471,1.0,0.1,0.9,-1.5365,0.1,0.98055,0.1205499999999999,25.48995,0.97255,0.25,0.03965,0.10975,0.11775,0.0475499999999999,0.0185499999999999,0.0023499999999999,0.9179,0.47535,-4.9284,4
cec2013,10,1,0.09705,15.3528,0.7516499999999999,0.1214,10394.9868,0.2337,-64.86160000000001,0.09875,2.3752,-41.342200000000005,1.3592,1.9745,-27.15215,1.3703500000000002,2.0,0.8024,-50.06015,1.0489000000000002,1.55985,0.9,0.9993,0.19435,0.8371500000000001,0.89305,-62.91215,0.53645,1.6857,0.7967,-26.55155,0.10615,0.5774,0.6509,-51.62375,0.8952,0.8182,0.0909,0.6871,0.81435,0.5655,4.21165,0.11505,-0.32725,0.6835,3.33845,0.6209,0.06305,0.9,1.4665,0.1015,0.8417,0.1214,78.68135000000001,0.7444500000000001,0.16995,1.0,0.1611,0.0669,0.12695,0.88285,50.02265,0.96315,0.14215,-40.11285,2
cec2013,11,1,0.13265,1.2738,0.69235,0.1195,613.74935,0.1669,-78.0729,0.1058,1.5658,-52.6104,1.266,1.5462,-34.795950000000005,1.41445,3.0,0.74685,-64.12795,1.08655,1.4336000000000002,0.9,0.9147,0.20525,0.79275,0.86285,-77.93360000000001,0.5516,1.5186,0.7456499999999999,-34.8356,0.09025,0.8116,0.06125,-64.55495,0.8625,0.9091,0.0909,0.92925,0.8129,0.5479,41.2991,0.09885,-0.3589,0.92495,2.1359,0.71095,0.0593,0.9,0.3854,0.08295,0.7927500000000001,0.1195,98.257,0.6924,0.13055,0.9866,0.1594,0.0633499999999999,0.10485,0.55305,5.96755,0.9656,0.1445,-52.50875,2
cec2013,12,1,0.1361,1.3968,0.68565,0.1199,898.88535,0.19115,-80.69990000000001,0.11385,1.6871,-51.51465,1.2105,1.70615,-33.1124,1.2761,4.0,0.7491000000000001,-63.56645,1.0735,7.19725,0.9,0.97435,0.2334,0.79705,0.86955,-79.64255,0.5419,1.5344,0.7473000000000001,-32.7611,0.0949,0.71765,0.1684999999999999,-64.12835,0.8707,0.9091,0.0909,0.7581,0.7953,0.36165,4.43995,0.1003,-0.25725,0.4732,112.82835,0.70385,0.0619,0.9,0.4655,0.0883,0.79935,0.1199,38.3209,0.6820999999999999,0.1574499999999999,0.7988500000000001,0.148,0.0632,0.106,0.634,6.312250000000001,0.9658,0.1819,-50.82525,2
cec2013,13,1,0.14005,1.42975,0.68675,0.1199,1012.6309,0.1943,-80.14435,0.1139,1.6887,-51.02045,1.20865,1.6848999999999998,-32.650400000000005,1.29315,4.0,0.7499,-63.3701,1.0769,6.91805,0.9,0.97415,0.2352,0.79895,0.8713500000000001,-79.35615,0.5447,1.4903,0.74735,-32.3531,0.0949,0.71685,0.18295,-64.12305,0.8723,0.9091,0.0909,0.77,0.79575,0.35,4.30125,0.10765,-0.25715,0.46215,121.36155,0.7274,0.0642,0.9,0.4655,0.0877,0.8008500000000001,0.1199,36.4387,0.68425,0.15965,0.7951999999999999,0.14655,0.0639,0.1157499999999999,0.6285499999999999,6.462,0.9649,0.1833,-50.44225,2
cec2013,14,1,0.4481,4.4223,0.963,0.1198,4108.9072,0.25,-9.2243,0.2501,0.9995,-6.18155,0.9995,1.00705,-4.226,0.99365,1.0,0.9695,-7.727600000000001,1.0,-0.0180999999999999,0.9,0.92125,0.4513,0.97565,0.98335,-9.3845,0.6656,1.0,0.96835,-4.2129,0.1,0.99975,0.0423,-8.0334,0.9834,0.9091,0.0909,0.9867,0.8709,0.0253,19.93325,0.0486,-0.61625,0.0433999999999999,-0.04385,1.0,0.1,0.9,0.8659,0.1,0.9757,0.1198,28.185,0.96365,0.2501,0.05075,0.11175,0.1202,0.05185,0.0259,1.03295,0.91505,0.45325,-6.14985,4
cec2013,15,1,0.4582,4.4223,0.95465,0.12015,4267.8363,0.25,-11.34905,0.2501,0.9995,-7.31705,1.0,1.0094,-4.82595,0.9912,1.0,0.96325,-9.3073,1.0,-0.00785,0.9,0.9212,0.46125,0.97115,0.98095,-11.4942,0.66475,1.0,0.9634,-4.77075,0.1,1.0,0.0273,-9.28495,0.98115,0.9091,0.0909,0.98535,0.8704000000000001,0.0163999999999999,7.286099999999999,0.0543,-0.6162,0.0257,-0.0691499999999999,1.0,0.1,0.9,0.8659,0.1,0.97175,0.12015,38.77675,0.9553,0.25,0.0311,0.1108,0.11945,0.05425,0.02115,1.09495,0.9157,0.4633,-7.15745,4
cec2013,16,1,0.49955,0.0461,0.99925,0.1207999999999999,216.2058,0.25,0.1314,0.25,1.0,-0.0374,1.0,0.99625,-0.086,0.99715,1.0,1.0012,0.3022,1.0,0.5131,0.9,0.12065,0.4992,0.99985,0.99965,-0.19415,0.66775,1.0,1.0014500000000002,-0.0391,0.1,1.0,0.0001,0.3578,0.9998,0.9091,0.8182,0.998,0.8714500000000001,-0.0001,27.7057,0.05655,-0.57085,-0.00035,-0.1249,1.0,0.1,0.9,-1.0961,0.1,0.99965,0.1207999999999999,14.10815,1.0005,0.25,-0.0009,0.10985,0.12365,0.0463,-0.0003999999999999,0.0022,0.91135,0.5007,-0.0955,4
cec2013,17,1,0.1644499999999999,1.3339,0.6230500000000001,0.1201,1400.11655,0.2231,-94.5741,0.1407,1.57995,-65.2031,1.0961,1.62175,-44.7623,1.073,1.0,0.6853,-79.73015000000001,1.02765,0.4306,0.9,0.78415,0.266,0.7431,0.8237,-95.5028,0.5569,1.33095,0.68995,-45.7915,0.1039,0.6978500000000001,0.20285,-78.67895,0.81925,0.9091,0.5455,0.6590499999999999,0.84295,0.4314,1.01165,0.1318,-0.4512,0.9949,0.1805999999999999,0.7763,0.07825,0.9,0.3453,0.1007,0.7383500000000001,0.1201,11.3226,0.6273500000000001,0.2026,0.99495,0.1528,0.05105,0.1591,0.44155,2.2804,0.9751,0.25,-66.297,2
cec2013,18,1,0.1671,1.3339,0.62645,0.1205499999999999,1500.07435,0.2237,-93.8463,0.143,1.5729,-64.41255,1.1058,1.6077,-44.0664,1.07445,1.0,0.68885,-78.83795,1.0222,0.4188,0.9,0.7838,0.2704,0.74625,0.82635,-94.64345,0.5587,1.30925,0.6932499999999999,-45.168800000000005,0.1036,0.7048,0.2034,-77.85390000000001,0.8217,0.9091,0.5455,0.66145,0.84475,0.41645,1.01185,0.13415,-0.4508,0.9947,0.1808,0.78295,0.079,0.9,0.3453,0.1015,0.74165,0.1205499999999999,10.6135,0.6302000000000001,0.20295,0.9948,0.15485,0.0514499999999999,0.1468499999999999,0.4264,2.24255,0.9746,0.25195,-65.44775,2
cec2013,19,1,0.19255,53669.7695,0.6649,0.1196,19636205.4185,0.19665,-85.3034,0.14595,1.35675,-54.4788,1.1026,1.3745500000000002,-35.858850000000004,1.14825,13.0,0.73245,-67.78195,1.05275,1.60785,0.9,1.0,0.2664,0.78535,0.8587,-84.90185,0.5792999999999999,1.31685,0.73315,-35.9033,0.09135,0.8119,3263.9214,-67.71764999999999,0.8583000000000001,0.9091,0.0909,0.8351,0.79125,0.4087,39.52585,0.0987,-0.388,0.7638499999999999,2.95765,0.7983,0.0691,0.9,5.0701,0.0865,0.78525,0.1196,48.48395,0.6639,0.17915,0.9463,0.1511,0.0661,0.1068,0.43635,158741.6248,0.96345,0.2299999999999999,-54.40445,2
cec2013,21,1,0.1362,5.5686,0.6708000000000001,0.12095,510937938.62215006,0.244,-84.608,0.1335,1.83245,-55.32415,1.3037999999999998,1.97295,-36.5108,1.47585,5.5,0.7314499999999999,-68.0368,1.02555,85.2512,0.9,1.0,0.2644499999999999,0.782,0.8561000000000001,-83.39789999999999,0.5487500000000001,1.3915000000000002,0.73065,-36.8228,0.1041,0.7150000000000001,3343442.3714,-68.35005,0.85465,0.9091,0.0909,0.7596,0.8213999999999999,0.00165,17.266750000000002,0.1116,-0.01075,0.0028,7448.4962,0.7375,0.075,0.9,1.026,0.1015,0.7819,0.12095,5.7592,0.66655,0.1863,0.04195,0.11,0.05905,0.12525,0.0169,15197687.20405,0.9689,0.17845,-55.2533,2
cec2013,22,1,0.4299,3.6776,0.9845,0.1204,5060.4377,0.2501,-3.6527,0.25115,0.9965,-3.83915,0.998,1.001,-3.3272500000000003,0.992,1.0,0.98345,-4.19115,1.0,-0.0404999999999999,0.9,0.8944,0.42935,0.98485,0.9869,-3.93615,0.66665,1.0,0.98525,-3.3402,0.1,1.00175,0.05545,-3.74395,0.9868,0.9091,0.1818,0.99545,0.8696,0.05,17.93245,0.05345,-0.6126,0.05805,0.11275,1.0,0.1,0.9,0.7858,0.1,0.9845,0.1204,21.5308,0.9856,0.2507,0.0708999999999999,0.11545,0.1192,0.0490499999999999,0.0542,1.2657,0.91575,0.4327499999999999,-3.92615,4
cec2013,23,1,0.4378,3.5119,0.98515,0.11875,5211.6588,0.25,-3.679,0.2511,0.9955,-3.8681,0.998,1.0051,-3.2904,0.99505,1.0,0.9868,-3.34035,1.0,-0.03295,0.9,0.89095,0.44125,0.98475,0.987,-3.76395,0.6637500000000001,1.0,0.98705,-3.26095,0.1,1.0027499999999998,0.0266,-3.27945,0.98715,0.9091,0.1818,0.98865,0.8685,0.03685,15.791249999999998,0.0553499999999999,-0.6114999999999999,0.04155,0.2102,1.0,0.1,0.9,0.7858,0.1,0.98515,0.11875,36.6877,0.9855,0.25045,0.0525,0.11295,0.1204,0.0498,0.04575,1.01125,0.91465,0.4435,-3.75825,4
cec2013,24,1,0.1444,0.9225,0.80995,0.1189,1694.5972,0.0723,-48.9553,0.0694,1.04,-29.401,0.95435,1.54055,-14.4557,1.32275,7.0,0.8512500000000001,-37.6883,1.0567,0.4580999999999999,0.9,0.7084,0.2214499999999999,0.88415,0.94305,-48.15215,0.56985,1.36895,0.84955,-14.4741,0.0397,0.9169,0.26415,-38.183800000000005,0.94285,0.9091,0.6364,0.8483,0.8206,0.4165999999999999,13.5752,0.08435,-0.39355,0.4488999999999999,1.08825,0.7618499999999999,0.0288,0.9,0.2152,0.0375,0.8855999999999999,0.1189,7.05375,0.80705,0.07465,0.7337,0.1529,0.0887,0.07605,0.65405,1.88075,0.9441,0.1672,-28.9866,2
cec2013,25,1,0.0696,0.1271,0.88785,0.12115,1433.3009000000002,0.06175,-29.12745,0.06095,1.01755,-19.77135,0.9229,1.15055,-11.39705,1.03915,5.0,0.9047,-24.1472,0.9824,2.2291,0.9,0.224,0.0791,0.9221,0.9551,-28.4187,0.5444,1.0821999999999998,0.90265,-11.2946,0.061,0.9166,0.0472999999999999,-24.70955,0.95545,0.8182,0.8182,0.91315,0.79,0.6258,22.2428,0.07235,-0.2952,0.63815,8.9247,0.9064,0.0557499999999999,0.9,-0.5756,0.06215,0.9233,0.12115,12.6039,0.8852500000000001,0.067,0.79505,0.1666,0.09775,0.0619,0.74395,0.628,0.93745,0.0765,-19.4318,0
