"suite"	"fid"	"iid"	"run_id"	"dimensions"	"cluster"	"disp.ratio_mean_02"	"disp.ratio_mean_05"	"disp.ratio_mean_10"	"disp.ratio_mean_25"	"disp.ratio_median_02"	"disp.ratio_median_05"	"disp.ratio_median_10"	"disp.ratio_median_25"	"disp.diff_mean_02"	"disp.diff_mean_05"	"disp.diff_mean_10"	"disp.diff_mean_25"	"disp.diff_median_02"	"disp.diff_median_05"	"disp.diff_median_10"	"disp.diff_median_25"	"ela_meta.lin_simple.adj_r2"	"ela_meta.lin_simple.intercept"	"ela_meta.lin_simple.coef.min"	"ela_meta.lin_simple.coef.max"	"ela_meta.lin_simple.coef.max_by_min"	"ela_meta.lin_w_interact.adj_r2"	"ela_meta.quad_simple.adj_r2"	"ela_meta.quad_simple.cond"	"ela_meta.quad_w_interact.adj_r2"	"ela_level.mmce_lda_10"	"ela_level.mmce_qda_10"	"ela_level.mmce_mda_10"	"ela_level.lda_qda_10"	"ela_level.lda_mda_10"	"ela_level.qda_mda_10"	"ela_level.mmce_lda_25"	"ela_level.mmce_qda_25"	"ela_level.mmce_mda_25"	"ela_level.lda_qda_25"	"ela_level.lda_mda_25"	"ela_level.qda_mda_25"	"ela_level.mmce_lda_50"	"ela_level.mmce_qda_50"	"ela_level.mmce_mda_50"	"ela_level.lda_qda_50"	"ela_level.lda_mda_50"	"ela_level.qda_mda_50"	"ela_distr.skewness"	"ela_distr.kurtosis"	"ela_distr.number_of_peaks"	"ic.h.max"	"ic.eps.max"	"ic.eps.ratio"	"ic.m0"	"nbc.nn_nb.sd_ratio"	"nbc.nn_nb.mean_ratio"	"nbc.nn_nb.cor"	"nbc.dist_ratio.coeff_var"	"nbc.nb_fitness.cor"	"pca.expl_var.cov_x"	"pca.expl_var.cor_x"	"pca.expl_var.cov_init"	"pca.expl_var.cor_init"	"pca.expl_var_PC1.cov_x"	"pca.expl_var_PC1.cor_x"	"pca.expl_var_PC1.cov_init"	"pca.expl_var_PC1.cor_init"	"labels"
"112"	"bbob"	23	2	15.5	10	6	1.0012	1.00015	0.99995	1.0002	1.00075	1.0007	0.9999	1.0003	0.01535	0.0024	-0.00055	0.0028	0.00945	0.0089	-0.00125	0.00385	-3e-04	16.25535	0.00095	0.0465	43.52235	0	-0.00045	20.9389	-5e-05	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.50415	0.4986	0.499	1.00465	1.00635	1.00025	0.5047	-0.13625	1	0.87045	0.9225	0.2052	0.66685	0.04995	0.9109	0.05875	0.1241	-0.5742	0.9	0.9	0.9091	0.9091	0.12	0.12	0.3473	0.1091	7
"113"	"bbob"	23	3	15.5	10	6	0.99755	1.00115	1.0007	0.9996	0.99845	1.00065	1.00035	0.99985	-0.03105	0.01485	0.00845	-0.005	-0.0198	0.0081	0.00455	-0.002	-2e-04	-114.3695	0.00225	0.04525	26.6587	-8e-04	-2e-04	19.3536	-0.0016	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.50135	0.50165	0.5014	0.9986	0.99665	0.99925	0.5211	-0.09505	1	0.87035	0.9225	0.2252	0.66565	0.0498	0.9116	0.05115	0.1236	-0.57115	0.9	0.9	0.9091	0.9091	0.12025	0.12025	0.3492	0.10935	10
"114"	"bbob"	23	4	15.5	10	6	1.0005	0.9974	0.9992	0.9994	1.0005	0.99735	0.9989	0.9995	0.0059	-0.03295	-0.01015	-0.0081	0.0067	-0.0338	-0.01365	-0.0064	-3e-04	-206.90505	0.0018	0.0483	22.922	-2e-04	-3e-04	30.3127	-0.00155	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.50045	0.5002	0.50065	1.0011	1.00335	1.001	0.49135	-0.15245	1	0.87155	0.94425	0.2152	0.6675	0.04575	0.9114	0.05075	0.1236	-0.57375	0.9	0.9	0.9091	0.9091	0.1205	0.1205	0.3474	0.1097	4
"115"	"bbob"	23	5	15.5	10	6	1.005	1.0006	0.9992	0.99955	1.00415	0.9999	0.9994	0.99955	0.0635	0.0077	-0.00995	-0.0057	0.05265	-0.00155	-0.00755	-0.0061	-2e-04	-28.2022	0.00285	0.0515	17.8939	-0.00045	-0.00025	24.4677	-0.0012	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.50075	0.50005	0.49835	0.9968	1.0033	1.0031	0.50155	-0.13615	1	0.87205	0.9225	0.2252	0.66615	0.044	0.9115	0.055	0.12375	-0.57305	0.9	0.9	0.9091	0.9091	0.1196	0.1196	0.3493	0.1088	1
"116"	"bbob"	24	1	15.5	10	22	0.70265	0.74285	0.7818	0.84125	0.6889	0.73505	0.77725	0.84135	-3.7666	-3.2577	-2.76355	-2.0109	-3.94885	-3.3619	-2.82725	-2.01325	0.17045	457.20755	2.49275	4.9745	1.94285	0.30945	0.74495	1.1266	0.88035	0.1001	0.08785	0.09915	1.14175	1.0132	0.88795	0.2308	0.1752	0.2116	1.3161	1.0853	0.82695	0.3289	0.1581	0.31825	2.097	1.0397	0.4999	0.3584	0.11235	1	0.8499	7.5161	1.1061	0.5776	0.111	0.96685	0.1006	0.06195	-0.4955	0.9	0.9	0.0909	0.9091	0.11955	0.11955	0.9885	0.13025	3
"117"	"bbob"	24	2	15.5	10	22	0.70095	0.7444	0.78335	0.84355	0.68785	0.73665	0.7794	0.84335	-3.7882	-3.2373	-2.74465	-1.98175	-3.96025	-3.3425	-2.79985	-1.98815	0.1587	447.898	2.55875	4.60425	1.8328	0.29705	0.7406	1.1232	0.8774	0.1001	0.08875	0.09895	1.1324	1.0114	0.8942	0.2325	0.17895	0.2145	1.2979	1.08245	0.83405	0.3377	0.1554	0.32575	2.14245	1.0346	0.47975	0.33225	0.1134	1	0.85135	7.6893	1.1061	0.5777	0.1189	0.9669	0.10565	0.06195	-0.4981	0.9	0.9	0.0909	0.9091	0.12115	0.12115	0.9884	0.13065	7
"118"	"bbob"	24	3	15.5	10	22	0.6999	0.74225	0.78195	0.84215	0.68165	0.7326	0.77725	0.8417	-3.80115	-3.26465	-2.76215	-1.99955	-4.03995	-3.3927	-2.8266	-2.0089	0.1616	368.47575	2.69695	4.80875	1.8324	0.3065	0.74195	1.12535	0.87895	0.10005	0.08785	0.09855	1.14265	1.01395	0.88725	0.23125	0.1768	0.21375	1.30335	1.0847	0.8306	0.33145	0.15435	0.31835	2.1336	1.0395	0.48965	0.3388	0.1008	1	0.85	7.3429	1.1061	0.5766	0.1113	0.96715	0.1015	0.062	-0.4944	0.9	0.9	0.0909	0.9091	0.11985	0.11985	0.9887	0.1309	1
"119"	"bbob"	24	4	15.5	10	22	0.69435	0.7412	0.7791	0.84115	0.68075	0.73185	0.77455	0.84135	-3.87095	-3.2782	-2.7983	-2.01215	-4.0506	-3.40175	-2.86175	-2.01315	0.16975	549.9974	2.5889	4.8919	1.8673	0.30605	0.75315	1.11815	0.88045	0.1	0.08685	0.09885	1.1527	1.012	0.8793	0.2307	0.1752	0.2152	1.31585	1.0812	0.82385	0.33195	0.15775	0.3179	2.083	1.0386	0.4984	0.3328	0.08555	1	0.8518	7.6893	1.1061	0.5771	0.11985	0.9674	0.10115	0.0616	-0.4959	0.9	0.9	0.0909	0.9091	0.1202	0.1202	0.9887	0.1313	6
"120"	"bbob"	24	5	15.5	10	22	0.69795	0.74135	0.7819	0.84255	0.6803	0.734	0.77735	0.84265	-3.82605	-3.2762	-2.76215	-1.9945	-4.058	-3.37585	-2.8255	-1.9963	0.162	221.4517	2.4745	4.89585	1.92825	0.2961	0.7472	1.111	0.87825	0.1002	0.0874	0.09895	1.15095	1.01265	0.88375	0.2315	0.17645	0.2138	1.31465	1.08575	0.82705	0.3368	0.15665	0.32505	2.13885	1.03875	0.48465	0.31345	0.06155	1	0.8503	7.6893	1.1061	0.5768	0.1157	0.96715	0.1026	0.06165	-0.4974	0.9	0.9	0.0909	0.9091	0.12025	0.12025	0.9885	0.1301	6
"121"	"cec2013"	1	1	15.5	10	2	0.6411	0.70705	0.7621	0.8444	0.64355	0.7101	0.76545	0.8471	-90.91915	-74.209	-60.26765	-39.42665	-90.49145	-73.58995	-59.5285	-38.80585	0.7198	50731.60405	21.49715	143.24585	6.6755	0.723	1	1	1	0.08345	0.0539	0.0761	1.5396	1.09295	0.712	0.14815	0.1007	0.13455	1.4767	1.11025	0.75165	0.17475	0.13	0.1661	1.34485	1.0565	0.7877	0.40465	0.0573	1	0.83505	61.205	2.007	0.5392	0.13785	0.972	0.12355	0.0548	-0.39245	0.9	0.9	0.0909	0.8182	0.12065	0.12065	0.9999	0.16975	9
"122"	"cec2013"	2	1	15.5	10	1	0.87585	0.89615	0.9098	0.93495	0.876	0.89475	0.909	0.9341	-31.45205	-26.30855	-22.8526	-16.4802	-31.46815	-26.7061	-23.0943	-16.7318	0.59285	6649017396.78425	1096525.63475	55994021.06845	50.4222	0.9465	0.64105	17.5547	0.99285	0.1034	0.05665	0.10555	1.82265	0.97515	0.5381	0.2955	0.08185	0.1605	3.61335	1.87045	0.51375	0.099	0.07	0.0825	1.4229	1.2281	0.8609	2.07765	4.86975	10.5	0.77355	10280447.3209	7.3524	0.53765	0.08385	0.95175	0.07655	0.0815	-0.2656	0.9	0.9	0.0909	0.8182	0.12035	0.12035	1	0.16265	3
"123"	"cec2013"	3	1	15.5	10	13	0.76695	0.82325	0.8643	0.9133	0.76255	0.8194	0.8614	0.9121	-59.039	-44.77975	-34.3829	-21.96675	-60.2534	-45.82995	-35.1762	-22.30995	0.0019	1.86514605381582e+44	4.65993301425997e+41	5.11729633078707e+42	10.3618	0.0189	0.0033	9.54375	0.0525	0.0805	0.0588	0.0749	1.37375	1.07595	0.77905	0.15805	0.1087	0.13225	1.4527	1.1876	0.81415	0.17455	0.1321	0.14215	1.3088	1.2298	0.9333	83.99655	7277.5119	85.5	0.4745	988737140994799	15	0.5416	0.0906	0.955	0.0861	0.07655	-0.0111	0.9	0.9	0.0909	0.9091	0.1194	0.1194	1	0.1086	3
"124"	"cec2013"	4	1	15.5	10	24	0.9746	0.97505	0.97345	0.9745	0.9753	0.97535	0.97445	0.9746	-6.4312	-6.3264	-6.73535	-6.45525	-6.2748	-6.25765	-6.48845	-6.43955	0.0383	3424108593.32835	370972.73025	9656260.4328	25.72205	0.89185	0.1362	73.7471	0.9939	0.1	0.0495	0.1	2.0202	1	0.495	0.25	0.0767	0.08835	3.26	2.8289	0.8593	0.4222	0.05355	0.0349	7.932	12.13395	1.52525	2.47715	8.0341	14	0.75735	7109709.4323	7.2322	0.55775	0.06035	0.9385	0.06205	0.09945	-0.2668	0.9	0.9	0.0909	0.9091	0.11845	0.11845	1	0.11445	7
"125"	"cec2013"	5	1	15.5	10	21	0.7977	0.84085	0.87025	0.9103	0.7952	0.84095	0.8697	0.91025	-51.26415	-40.32225	-32.87255	-22.7222	-51.97585	-40.36115	-33.0711	-22.77135	0.3924	360576.88195	13.14315	4023.99405	306.0315	0.40055	0.9389	2519.0508	0.9815	0.1037	0.0632	0.09845	1.64925	1.04745	0.6335	0.246	0.11075	0.09175	2.2218	2.66415	1.21855	0.2909	0.14625	0.14225	1.98965	2.0215	1.0263	1.6665	2.1212	12	0.7802	613.4622	3.2082	0.56275	0.10005	0.95615	0.09015	0.07525	-0.3394	0.9	0.9	0.0909	0.9091	0.11975	0.11975	1	0.15015	7
"126"	"cec2013"	6	1	15.5	10	3	0.7079	0.762	0.80955	0.87105	0.70615	0.7577	0.80765	0.8709	-74.00995	-60.2843	-48.2487	-32.66755	-74.5841	-61.48505	-48.81835	-32.75035	0.4635	16726.83325	3.37745	84.4268	24.8618	0.60125	0.6823	1.7802	0.86585	0.08485	0.0618	0.07955	1.38205	1.06475	0.7703	0.16985	0.12155	0.1507	1.3897	1.12305	0.808	0.22575	0.16165	0.197	1.3966	1.15255	0.82375	1.77965	5.36295	2	0.80315	30.654	1.7868	0.5445	0.11325	0.9655	0.1033	0.0639	-0.34815	0.9	0.9	0.0909	0.9091	0.12115	0.12115	0.9998	0.15455	8
"127"	"cec2013"	7	1	15.5	10	13	0.76955	0.8207	0.8626	0.91385	0.7654	0.8185	0.86	0.91245	-58.38715	-45.426	-34.8038	-21.83305	-59.55165	-46.0767	-35.52595	-22.2189	0.0056	379525666624726976	1057029905549920	10272710846272050	9.308	0.03615	0.00865	18.9894	0.0785	0.08085	0.05845	0.07535	1.37555	1.07245	0.7752	0.1588	0.10835	0.1319	1.464	1.2002	0.82655	0.1693	0.13005	0.1373	1.29695	1.22255	0.95545	63.4576	4442.81165	16	0.57765	3908884.76675	8.9039	0.542	0.0859	0.9544	0.0871	0.0772	-0.01925	0.9	0.9	0.0909	0.9091	0.1203	0.1203	1	0.10995	6
"128"	"cec2013"	8	1	15.5	10	6	0.999	1.00055	0.99855	0.99985	0.9999	1.0004	0.998	0.9999	-0.25145	0.1373	-0.3712	-0.0404	-0.02055	0.09595	-0.51145	-0.0264	-1e-04	-678.307	3.07025e-06	1e-04	26.598	-0.00075	-2e-04	18.47465	-0.0012	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.4942	0.5007	0.5001	0.99525	0.99325	0.99965	-0.62865	0.49395	1	0.86835	0.0016	-2.5576	0.66645	0.04385	0.91155	0.0543	0.1238	-0.65625	0.9	0.9	0.8182	0.9091	0.12155	0.12155	0.12155	0.1105	4
"129"	"cec2013"	9	1	15.5	10	6	0.96955	0.976	0.98055	0.98795	0.97255	0.9756	0.98055	0.9875	-7.714	-6.08385	-4.9284	-3.0611	-6.9747	-6.20225	-4.9322	-3.1697	0.005	-580.0947	1e-04	0.00235	25.48995	0.01855	0.01105	29.18585	0.03965	0.1	0.1	0.1	1	1	1	0.25	0.2501	0.25	0.9995	1	1.0005	0.4791	0.4556	0.47535	1.05115	1.005	0.95995	0.0085	-0.0471	1	0.868	0.0175	-1.5365	0.6494	0.04755	0.9179	0.0511	0.11775	-0.60445	0.9	0.9	0.8182	0.9091	0.12055	0.12055	0.12055	0.10975	7
"130"	"cec2013"	10	1	15.5	10	2	0.75165	0.8024	0.8417	0.8952	0.74445	0.7967	0.83715	0.89305	-62.91215	-50.06015	-40.11285	-26.55155	-64.8616	-51.62375	-41.3422	-27.15215	0.5655	10394.9868	0.6509	50.02265	78.68135	0.88285	0.6835	4.21165	1	0.10615	0.06305	0.1015	1.6857	1.0489	0.6209	0.2337	0.09875	0.16995	2.3752	1.3592	0.5774	0.19435	0.09705	0.14215	1.9745	1.37035	0.6871	1.55985	3.33845	2	0.81435	15.3528	1.4665	0.53645	0.12695	0.96315	0.11505	0.0669	-0.32725	0.9	0.9	0.0909	0.8182	0.1214	0.1214	0.9993	0.1611	4
"131"	"cec2013"	11	1	15.5	10	3	0.69235	0.74685	0.79275	0.8625	0.6924	0.74565	0.79275	0.86285	-77.9336	-64.12795	-52.50875	-34.8356	-78.0729	-64.55495	-52.6104	-34.79595	0.5479	613.74935	0.06125	5.96755	98.257	0.55305	0.92495	41.2991	0.9866	0.09025	0.0593	0.08295	1.5186	1.08655	0.71095	0.1669	0.1058	0.13055	1.5658	1.266	0.8116	0.20525	0.13265	0.1445	1.5462	1.41445	0.92925	1.4336	2.1359	3	0.8129	1.2738	0.3854	0.5516	0.10485	0.9656	0.09885	0.06335	-0.3589	0.9	0.9	0.0909	0.9091	0.1195	0.1195	0.9147	0.1594	1
"132"	"cec2013"	12	1	15.5	10	3	0.68565	0.7491	0.79935	0.8707	0.6821	0.7473	0.79705	0.86955	-79.64255	-63.56645	-50.82525	-32.7611	-80.6999	-64.12835	-51.51465	-33.1124	0.36165	898.88535	0.1685	6.31225	38.3209	0.634	0.4732	4.43995	0.79885	0.0949	0.0619	0.0883	1.5344	1.0735	0.70385	0.19115	0.11385	0.15745	1.6871	1.2105	0.71765	0.2334	0.1361	0.1819	1.70615	1.2761	0.7581	7.19725	112.82835	4	0.7953	1.3968	0.4655	0.5419	0.106	0.9658	0.1003	0.0632	-0.25725	0.9	0.9	0.0909	0.9091	0.1199	0.1199	0.97435	0.148	1
"133"	"cec2013"	13	1	15.5	10	3	0.68675	0.7499	0.80085	0.8723	0.68425	0.74735	0.79895	0.87135	-79.35615	-63.3701	-50.44225	-32.3531	-80.14435	-64.12305	-51.02045	-32.6504	0.35	1012.6309	0.18295	6.462	36.4387	0.62855	0.46215	4.30125	0.7952	0.0949	0.0642	0.0877	1.4903	1.0769	0.7274	0.1943	0.1139	0.15965	1.6887	1.20865	0.71685	0.2352	0.14005	0.1833	1.6849	1.29315	0.77	6.91805	121.36155	4	0.79575	1.42975	0.4655	0.5447	0.11575	0.9649	0.10765	0.0639	-0.25715	0.9	0.9	0.0909	0.9091	0.1199	0.1199	0.97415	0.14655	9
"134"	"cec2013"	14	1	15.5	10	12	0.963	0.9695	0.9757	0.9834	0.96365	0.96835	0.97565	0.98335	-9.3845	-7.7276	-6.14985	-4.2129	-9.2243	-8.0334	-6.18155	-4.226	0.0253	4108.9072	0.0423	1.03295	28.185	0.0259	0.0434	19.93325	0.05075	0.1	0.1	0.1	1	1	1	0.25	0.2501	0.2501	0.9995	0.9995	0.99975	0.4513	0.4481	0.45325	1.00705	0.99365	0.9867	-0.0181	-0.04385	1	0.8709	4.4223	0.8659	0.6656	0.05185	0.91505	0.0486	0.1202	-0.61625	0.9	0.9	0.0909	0.9091	0.1198	0.1198	0.92125	0.11175	10
"135"	"cec2013"	15	1	15.5	10	12	0.95465	0.96325	0.97175	0.98115	0.9553	0.9634	0.97115	0.98095	-11.4942	-9.3073	-7.15745	-4.77075	-11.34905	-9.28495	-7.31705	-4.82595	0.0164	4267.8363	0.0273	1.09495	38.77675	0.02115	0.0257	7.2861	0.0311	0.1	0.1	0.1	1	1	1	0.25	0.2501	0.25	0.9995	1	1	0.46125	0.4582	0.4633	1.0094	0.9912	0.98535	-0.00785	-0.06915	1	0.8704	4.4223	0.8659	0.66475	0.05425	0.9157	0.0543	0.11945	-0.6162	0.9	0.9	0.0909	0.9091	0.12015	0.12015	0.9212	0.1108	7
"136"	"cec2013"	16	1	15.5	10	6	0.99925	1.0012	0.99965	0.9998	1.0005	1.00145	0.99985	0.99965	-0.19415	0.3022	-0.0955	-0.0391	0.1314	0.3578	-0.0374	-0.086	-1e-04	216.2058	1e-04	0.0022	14.10815	-4e-04	-0.00035	27.7057	-9e-04	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.4992	0.49955	0.5007	0.99625	0.99715	0.998	0.5131	-0.1249	1	0.87145	0.0461	-1.0961	0.66775	0.0463	0.91135	0.05655	0.12365	-0.57085	0.9	0.9	0.8182	0.9091	0.1208	0.1208	0.12065	0.10985	1
"137"	"cec2013"	17	1	15.5	10	3	0.62305	0.6853	0.73835	0.81925	0.62735	0.68995	0.7431	0.8237	-95.5028	-79.73015	-66.297	-45.7915	-94.5741	-78.67895	-65.2031	-44.7623	0.4314	1400.11655	0.20285	2.2804	11.3226	0.44155	0.9949	1.01165	0.99495	0.1039	0.07825	0.1007	1.33095	1.02765	0.7763	0.2231	0.1407	0.2026	1.57995	1.0961	0.69785	0.266	0.16445	0.25	1.62175	1.073	0.65905	0.4306	0.1806	1	0.84295	1.3339	0.3453	0.5569	0.1591	0.9751	0.1318	0.05105	-0.4512	0.9	0.9	0.5455	0.9091	0.1201	0.1201	0.78415	0.1528	6
"138"	"cec2013"	18	1	15.5	10	3	0.62645	0.68885	0.74165	0.8217	0.6302	0.69325	0.74625	0.82635	-94.64345	-78.83795	-65.44775	-45.1688	-93.8463	-77.8539	-64.41255	-44.0664	0.41645	1500.07435	0.2034	2.24255	10.6135	0.4264	0.9947	1.01185	0.9948	0.1036	0.079	0.1015	1.30925	1.0222	0.78295	0.2237	0.143	0.20295	1.5729	1.1058	0.7048	0.2704	0.1671	0.25195	1.6077	1.07445	0.66145	0.4188	0.1808	1	0.84475	1.3339	0.3453	0.5587	0.14685	0.9746	0.13415	0.05145	-0.4508	0.9	0.9	0.5455	0.9091	0.12055	0.12055	0.7838	0.15485	2
"139"	"cec2013"	19	1	15.5	10	3	0.6649	0.73245	0.78525	0.8583	0.6639	0.73315	0.78535	0.8587	-84.90185	-67.78195	-54.40445	-35.9033	-85.3034	-67.71765	-54.4788	-35.85885	0.4087	19636205.4185	3263.9214	158741.6248	48.48395	0.43635	0.76385	39.52585	0.9463	0.09135	0.0691	0.0865	1.31685	1.05275	0.7983	0.19665	0.14595	0.17915	1.35675	1.1026	0.8119	0.2664	0.19255	0.23	1.37455	1.14825	0.8351	1.60785	2.95765	13	0.79125	53669.7695	5.0701	0.5793	0.1068	0.96345	0.0987	0.0661	-0.388	0.9	0.9	0.0909	0.9091	0.1196	0.1196	1	0.1511	5
"140"	"cec2013"	21	1	15.5	10	13	0.6708	0.73145	0.7819	0.85465	0.66655	0.73065	0.782	0.8561	-83.3979	-68.0368	-55.2533	-36.8228	-84.608	-68.35005	-55.32415	-36.5108	0.00165	510937938.62215	3343442.3714	15197687.20405	5.7592	0.0169	0.0028	17.26675	0.04195	0.1041	0.075	0.1015	1.3915	1.02555	0.7375	0.244	0.1335	0.1863	1.83245	1.3038	0.715	0.26445	0.1362	0.17845	1.97295	1.47585	0.7596	85.2512	7448.4962	5.5	0.8214	5.5686	1.026	0.54875	0.12525	0.9689	0.1116	0.05905	-0.01075	0.9	0.9	0.0909	0.9091	0.12095	0.12095	1	0.11	5
"141"	"cec2013"	22	1	15.5	10	12	0.9845	0.98345	0.9845	0.9868	0.9856	0.98525	0.98485	0.9869	-3.93615	-4.19115	-3.92615	-3.3402	-3.6527	-3.74395	-3.83915	-3.32725	0.05	5060.4377	0.05545	1.2657	21.5308	0.0542	0.05805	17.93245	0.0709	0.1	0.1	0.1	1	1	1	0.2501	0.25115	0.2507	0.9965	0.998	1.00175	0.42935	0.4299	0.43275	1.001	0.992	0.99545	-0.0405	0.11275	1	0.8696	3.6776	0.7858	0.66665	0.04905	0.91575	0.05345	0.1192	-0.6126	0.9	0.9	0.1818	0.9091	0.1204	0.1204	0.8944	0.11545	2
"142"	"cec2013"	23	1	15.5	10	12	0.98515	0.9868	0.98515	0.98715	0.9855	0.98705	0.98475	0.987	-3.76395	-3.34035	-3.75825	-3.26095	-3.679	-3.27945	-3.8681	-3.2904	0.03685	5211.6588	0.0266	1.01125	36.6877	0.04575	0.04155	15.79125	0.0525	0.1	0.1	0.1	1	1	1	0.25	0.2511	0.25045	0.9955	0.998	1.00275	0.44125	0.4378	0.4435	1.0051	0.99505	0.98865	-0.03295	0.2102	1	0.8685	3.5119	0.7858	0.66375	0.0498	0.91465	0.05535	0.1204	-0.6115	0.9	0.9	0.1818	0.9091	0.11875	0.11875	0.89095	0.11295	1
"143"	"cec2013"	24	1	15.5	10	10	0.80995	0.85125	0.8856	0.94285	0.80705	0.84955	0.88415	0.94305	-48.15215	-37.6883	-28.9866	-14.4741	-48.9553	-38.1838	-29.401	-14.4557	0.4166	1694.5972	0.26415	1.88075	7.05375	0.65405	0.4489	13.5752	0.7337	0.0397	0.0288	0.0375	1.36895	1.0567	0.76185	0.0723	0.0694	0.07465	1.04	0.95435	0.9169	0.22145	0.1444	0.1672	1.54055	1.32275	0.8483	0.4581	1.08825	7	0.8206	0.9225	0.2152	0.56985	0.07605	0.9441	0.08435	0.0887	-0.39355	0.9	0.9	0.6364	0.9091	0.1189	0.1189	0.7084	0.1529	9
"144"	"cec2013"	25	1	15.5	10	7	0.88785	0.9047	0.9233	0.95545	0.88525	0.90265	0.9221	0.9551	-28.4187	-24.1472	-19.4318	-11.2946	-29.12745	-24.70955	-19.77135	-11.39705	0.6258	1433.3009	0.0473	0.628	12.6039	0.74395	0.63815	22.2428	0.79505	0.061	0.05575	0.06215	1.0822	0.9824	0.9064	0.06175	0.06095	0.067	1.01755	0.9229	0.9166	0.0791	0.0696	0.0765	1.15055	1.03915	0.91315	2.2291	8.9247	5	0.79	0.1271	-0.5756	0.5444	0.0619	0.93745	0.07235	0.09775	-0.2952	0.9	0.9	0.8182	0.8182	0.12115	0.12115	0.224	0.1666	10
"145"	"cec2013"	26	1	15.5	10	20	0.95175	0.93355	0.95655	0.9889	0.9674	0.93615	0.95855	0.9902	-12.22505	-16.83235	-11.0001	-2.8106	-8.27035	-16.21015	-10.52035	-2.4817	0.3879	35388.48605	7.4148	257.6756	37.2298	0.621	0.41505	30.7808	0.69415	0.09045	0.07215	0.0874	1.24315	1.0334	0.83635	0.164	0.11	0.14035	1.48665	1.17305	0.7849	0.21715	0.13275	0.1461	1.62805	1.48375	0.9099	1.7166	3.51535	17.5	0.7015	104.0237	2.2472	0.5482	0.0694	0.94245	0.0805	0.09125	-0.2996	0.9	0.9	0.0909	0.9091	0.1196	0.1196	1	0.1488	7
"146"	"cec2013"	27	1	15.5	10	13	0.75715	0.80435	0.837	0.8823	0.75615	0.80245	0.83575	0.8818	-61.51805	-49.56535	-41.2909	-29.817	-61.89755	-50.1298	-41.69595	-29.9974	0.12845	4655.42705	0.84825	12.85045	16.0168	0.19685	0.17185	6.4011	0.2692	0.05395	0.0427	0.05225	1.28435	1.04955	0.82495	0.11465	0.0872	0.10915	1.3103	1.0685	0.8016	0.1955	0.14145	0.18105	1.40195	1.0853	0.77345	19.2704	591.6729	1	0.82365	4.0328	0.8659	0.5454	0.1009	0.9636	0.10825	0.0676	-0.1991	0.9	0.9	0.0909	0.9091	0.1204	0.1204	0.99625	0.12445	1
"147"	"cec2013"	28	1	15.5	10	13	0.66745	0.7255	0.77425	0.85335	0.66365	0.72545	0.7764	0.85575	-84.2461	-69.53455	-57.193	-37.1488	-85.36365	-69.6691	-56.73725	-36.5961	0.00565	2002811.9354	2669.37735	48478.5368	18.0346	0.0363	0.0093	26.34055	0.0784	0.0959	0.0685	0.0895	1.39135	1.0698	0.76765	0.18905	0.12705	0.1647	1.47205	1.14365	0.76485	0.23775	0.1626	0.1935	1.44745	1.22355	0.8392	57.0807	3653.5474	19	0.79145	4.6309	1.006	0.55255	0.1121	0.96535	0.1062	0.06305	-0.0204	0.9	0.9	0.0909	0.9091	0.11915	0.11915	1	0.1092	7
"148"	"cec2014"	1	1	15.5	10	9	0.855	0.87865	0.8948	0.92675	0.8557	0.87745	0.8934	0.92555	-36.73835	-30.7373	-26.65305	-18.5639	-36.6361	-31.10865	-27.0646	-18.8966	0.61715	9613203681.4357	252089.9693	67090257.3581	265.55055	0.90145	0.7178	193.19125	1	0.09895	0.03545	0.0835	2.7715	1.1971	0.4272	0.16685	0.06485	0.0634	2.5857	2.642	1.00965	0.1812	0.08495	0.0698	2.1576	2.61405	1.2208	1.09285	1.3105	5.5	0.8048	17069949.3404	7.4925	0.53195	0.0858	0.95325	0.0849	0.07965	-0.32695	0.9	0.9	0.0909	0.8182	0.1212	0.1212	1	0.16475	9
"149"	"cec2014"	2	1	15.5	10	2	0.66545	0.7277	0.7786	0.85505	0.6618	0.72805	0.7795	0.8563	-84.7621	-68.98955	-56.09075	-36.7246	-85.83915	-69.01945	-55.95375	-36.4792	0.59295	56443490526.1492	4465790.85785	279621288.866	62.90555	0.67985	0.9161	51.8691	1	0.08885	0.0578	0.08305	1.5566	1.08345	0.6943	0.17495	0.1054	0.132	1.6347	1.3132	0.80395	0.2029	0.133	0.1369	1.51345	1.468	0.9727	0.6851	0.19825	1	0.82965	74623028.9139	8.1131	0.544	0.12135	0.96885	0.11165	0.059	-0.38115	0.9	0.9	0.0909	0.8182	0.1209	0.1209	1	0.16355	6
