suite,fid,iid,run_id,dimensions,cluster,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
cec2013,25,1,15.5,10.0,7.0,0.88785,0.9047000000000001,0.9233,0.95545,0.8852500000000001,0.90265,0.9221,0.9551,-28.4187,-24.147199999999998,-19.4318,-11.294599999999999,-29.12745,-24.70955,-19.771349999999998,-11.39705,0.6258,1433.3009000000002,0.047299999999999995,0.628,12.6039,0.74395,0.63815,22.2428,0.79505,0.061,0.055749999999999994,0.06215,1.0821999999999998,0.9823999999999999,0.9064,0.06175,0.060950000000000004,0.067,1.01755,0.9229,0.9166000000000001,0.0791,0.0696,0.0765,1.15055,1.03915,0.91315,2.2291,8.9247,5.0,0.79,0.3854,0.1271,-0.5756,0.5444,0.0619,0.93745,0.07235,0.09775,-0.2952,0.9,0.9,0.8182,0.8182,0.12115000000000001,0.12115000000000001,0.224,0.1666
cec2013,26,1,15.5,10.0,20.0,0.9517500000000001,0.93355,0.95655,0.9889,0.9674,0.93615,0.95855,0.9902,-12.22505,-16.832349999999998,-11.0001,-2.8106,-8.27035,-16.21015,-10.52035,-2.4817,0.3879,35388.48605,7.4148,257.67560000000003,37.2298,0.621,0.41505000000000003,30.7808,0.69415,0.09045,0.07214999999999999,0.0874,1.24315,1.0333999999999999,0.83635,0.164,0.11,0.14035,1.48665,1.17305,0.7848999999999999,0.21715,0.13275,0.1461,1.62805,1.4837500000000001,0.9099,1.7166000000000001,3.5153499999999998,17.5,0.7015,3.1481,104.02369999999999,2.2472,0.5482,0.0694,0.94245,0.0805,0.09125,-0.2996,0.9,0.9,0.0909,0.9091,0.1196,0.1196,1.0,0.1488
cec2013,27,1,15.5,10.0,13.0,0.75715,0.80435,0.837,0.8823,0.7561500000000001,0.80245,0.83575,0.8818,-61.51805,-49.565349999999995,-41.2909,-29.817,-61.897549999999995,-50.1298,-41.695949999999996,-29.9974,0.12845,4655.42705,0.84825,12.850449999999999,16.0168,0.19685000000000002,0.17185,6.4011,0.2692,0.05395,0.0427,0.052250000000000005,1.2843499999999999,1.04955,0.8249500000000001,0.11465,0.0872,0.10915,1.3102999999999998,1.0685,0.8016,0.1955,0.14145,0.18105,1.40195,1.0853000000000002,0.77345,19.270400000000002,591.6729,1.0,0.82365,1.6066,4.0328,0.8659,0.5454,0.1009,0.9636,0.10825,0.0676,-0.1991,0.9,0.9,0.0909,0.9091,0.1204,0.1204,0.99625,0.12445
cec2013,28,1,15.5,10.0,13.0,0.66745,0.7255,0.7742500000000001,0.85335,0.6636500000000001,0.7254499999999999,0.7764,0.85575,-84.2461,-69.53455,-57.193,-37.1488,-85.36365,-69.6691,-56.73725,-36.5961,0.0056500000000000005,2002811.9353999998,2669.3773499999998,48478.5368,18.034599999999998,0.0363,0.0093,26.34055,0.0784,0.0959,0.0685,0.0895,1.39135,1.0698,0.7676499999999999,0.18905,0.12705,0.1647,1.4720499999999999,1.14365,0.76485,0.23775000000000002,0.1626,0.1935,1.44745,1.22355,0.8392,57.0807,3653.5474000000004,19.0,0.79145,5.2803,4.6309,1.006,0.55255,0.1121,0.96535,0.10619999999999999,0.06305,-0.0204,0.9,0.9,0.0909,0.9091,0.11915,0.11915,1.0,0.10919999999999999
cec2014,1,1,15.5,10.0,9.0,0.855,0.8786499999999999,0.8948,0.92675,0.8557,0.8774500000000001,0.8934,0.92555,-36.73835,-30.7373,-26.65305,-18.563899999999997,-36.6361,-31.10865,-27.0646,-18.8966,0.61715,9613203681.4357,252089.9693,67090257.3581,265.55055,0.90145,0.7178,193.19125,1.0,0.09895,0.035449999999999995,0.0835,2.7715,1.1971,0.4272,0.16685,0.06484999999999999,0.0634,2.5857,2.6420000000000003,1.00965,0.1812,0.08495,0.0698,2.1576,2.6140499999999998,1.2208,1.09285,1.3105,5.5,0.8048,8.1732,17069949.3404,7.4925,0.53195,0.0858,0.95325,0.0849,0.07965,-0.32695,0.9,0.9,0.0909,0.8182,0.1212,0.1212,1.0,0.16475
cec2014,2,1,15.5,10.0,2.0,0.66545,0.7277,0.7786,0.85505,0.6617999999999999,0.72805,0.7795,0.8563,-84.7621,-68.98955000000001,-56.09075,-36.724599999999995,-85.83915,-69.01945,-55.95375,-36.4792,0.59295,56443490526.149155,4465790.85785,279621288.866,62.905550000000005,0.67985,0.9161,51.8691,1.0,0.08885000000000001,0.0578,0.08305,1.5566,1.08345,0.6942999999999999,0.17495,0.1054,0.132,1.6347,1.3132000000000001,0.8039499999999999,0.2029,0.133,0.13690000000000002,1.5134500000000002,1.468,0.9727,0.6851,0.19825,1.0,0.82965,8.7538,74623028.9139,8.1131,0.544,0.12135,0.96885,0.11165,0.059,-0.38115,0.9,0.9,0.0909,0.8182,0.12090000000000001,0.12090000000000001,1.0,0.16355
cec2014,3,1,15.5,10.0,24.0,0.9863999999999999,0.9823,0.9836,0.98445,0.9836,0.9803999999999999,0.98175,0.9828,-3.4534000000000002,-4.4891,-4.150650000000001,-3.944,-4.1722,-4.9685500000000005,-4.63045,-4.3642,0.01065,3378022724.93355,226701.0845,4899229.8312,20.476950000000002,0.7098,0.30835,255.7597,1.0,0.1,0.048350000000000004,0.1,2.0671999999999997,1.0,0.48375,0.25,0.07730000000000001,0.0861,3.2336,2.9052,0.90365,0.4786,0.0784,0.048299999999999996,6.10405,9.8473,1.647,1.51775,1.7800500000000001,17.0,0.75525,8.0531,7277416.17155,7.2322,0.56105,0.058300000000000005,0.9395,0.05985,0.09855,-0.3055,0.9,0.9,0.0909,0.9091,0.1197,0.1197,1.0,0.11025
cec2014,4,1,15.5,10.0,10.0,0.7259,0.7854,0.8284,0.89035,0.72365,0.78335,0.8279,0.8895500000000001,-69.43735,-54.36715,-43.47065,-27.7782,-70.14,-54.9819,-43.684200000000004,-28.03295,0.4607,42601.9786,6.36845,223.82164999999998,35.616550000000004,0.646,0.71955,41.33125,0.97995,0.0744,0.045200000000000004,0.06655,1.65635,1.1229,0.6795,0.14645,0.08405,0.09695000000000001,1.73935,1.4885000000000002,0.85565,0.21184999999999998,0.1238,0.13075,1.69795,1.6205500000000002,0.96055,1.2872,1.89955,5.0,0.78855,2.988,73.5981,2.1672,0.5395,0.10235,0.96165,0.0945,0.06835,-0.35860000000000003,0.9,0.9,0.0909,0.9091,0.12029999999999999,0.12029999999999999,1.0,0.1545
cec2014,5,1,15.5,10.0,6.0,0.9980500000000001,1.0021,0.9998,1.0006499999999998,0.9999,1.0018500000000001,0.99935,1.0006499999999998,-0.49724999999999997,0.53445,-0.0535,0.15994999999999998,-0.02635,0.4736,-0.16199999999999998,0.16135,-0.0002,521.6938,1.86255e-06,0.0001,31.0342,-0.0006,-0.00015000000000000001,30.284,-0.0010500000000000002,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.5017499999999999,0.5007,0.50215,0.9985999999999999,1.00015,1.0004,-0.6312,0.48124999999999996,1.0,0.86835,-1.977,0.0016,-2.5576,0.66595,0.0487,0.9117,0.05,0.1235,-0.6564,0.9,0.9,0.8182,0.9091,0.12005,0.12005,0.12005,0.10915
cec2014,6,1,15.5,10.0,5.0,0.9056,0.9248000000000001,0.9383,0.95825,0.9049,0.9238999999999999,0.93725,0.9571000000000001,-23.9155,-19.0488,-15.6328,-10.5706,-24.13065,-19.30705,-15.912199999999999,-10.89705,0.08365,619.5372,0.0002,0.0082,36.91445,0.1739,0.17075,17.553649999999998,0.4196,0.1,0.1004,0.1,0.9963,1.0,1.0037,0.25065,0.24375000000000002,0.24830000000000002,1.0282499999999999,1.00955,0.979,0.4054,0.33130000000000004,0.3711,1.22335,1.0892499999999998,0.8907,0.01655,-0.0115,1.0,0.86375,-1.0761,0.0139,-1.6166,0.618,0.061149999999999996,0.9314,0.0683,0.10335,-0.554,0.9,0.9,0.8182,0.9091,0.12004999999999999,0.12004999999999999,0.12004999999999999,0.11895
cec2014,7,1,15.5,10.0,2.0,0.68225,0.75105,0.8039000000000001,0.87445,0.68405,0.7524,0.8048500000000001,0.87515,-80.4928,-63.054950000000005,-49.69,-31.81275,-80.1839,-62.8255,-49.5519,-31.68175,0.7884,1568.37005,0.19185000000000002,4.2842,22.6526,0.82555,0.9653,3.98325,1.0,0.07239999999999999,0.044700000000000004,0.0649,1.60725,1.10715,0.68975,0.1231,0.07985,0.09555,1.5096,1.27175,0.84205,0.1401,0.10035,0.1032,1.39245,1.35,0.972,0.5013,-0.19290000000000002,1.0,0.8251,0.8258,0.9888,0.2252,0.53245,0.10915,0.96695,0.0963,0.06135,-0.36014999999999997,0.9,0.9,0.4545,0.8182,0.12015,0.12015,0.81475,0.1728
cec2014,8,1,15.5,10.0,7.0,0.7207,0.76625,0.8042,0.86605,0.7203999999999999,0.76655,0.805,0.8675,-70.75645,-59.22365,-49.597049999999996,-33.9349,-70.9648,-59.24745,-49.4953,-33.62615,0.61985,1042.8756,0.0404,0.38475,9.55225,0.6232,0.84015,1.16465,0.8405,0.0917,0.07685,0.088,1.19805,1.0441,0.8706499999999999,0.17265,0.14229999999999998,0.16405,1.2244,1.0585,0.8644499999999999,0.20929999999999999,0.17665,0.2041,1.1883,1.0331000000000001,0.8653,0.2806,0.02205,1.0,0.86005,0.1451,0.2262,-0.4154,0.6027,0.0839,0.95325,0.07250000000000001,0.0785,-0.44315,0.9,0.9,0.8182,0.8182,0.12040000000000001,0.12040000000000001,0.1601,0.16375
cec2014,9,1,15.5,10.0,8.0,0.72495,0.7676499999999999,0.8054,0.8664000000000001,0.7234499999999999,0.7677,0.80555,0.8672500000000001,-69.68815000000001,-58.8661,-49.292550000000006,-33.8553,-70.20675,-58.9529,-49.34985,-33.689099999999996,0.41785,1162.62865,0.05185,0.45940000000000003,8.8359,0.59535,0.71515,2.8238000000000003,0.8889,0.096,0.0776,0.0912,1.2436500000000001,1.047,0.8444,0.196,0.1403,0.16485,1.4026999999999998,1.1905000000000001,0.84625,0.25870000000000004,0.16695,0.1815,1.56005,1.43105,0.927,0.52675,0.39235,1.0,0.8534999999999999,0.2252,0.2657,-0.3554,0.5885,0.09095,0.9563,0.08415,0.07525000000000001,-0.43635,0.9,0.9,0.9091,0.9091,0.12095,0.12095,0.17325000000000002,0.15165
cec2014,10,1,15.5,10.0,12.0,0.9923500000000001,0.99495,0.9961500000000001,0.99915,0.99115,0.9954000000000001,0.9958,0.99885,-1.94395,-1.28515,-0.97815,-0.21085,-2.2386999999999997,-1.1679,-1.06655,-0.29785,0.032850000000000004,4963.80435,0.03805,1.1391,28.13955,0.03325,0.05285,12.51355,0.0659,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.2501,0.2501,1.0,0.99975,1.0,0.4424,0.43955,0.44689999999999996,1.0077,0.99305,0.9832000000000001,-0.02525,-0.0663,1.0,0.8714,1.4264,4.223,0.8659,0.6657500000000001,0.0509,0.91075,0.051250000000000004,0.124,-0.6122,0.9,0.9,0.0909,0.9091,0.1201,0.1201,0.9215,0.11305000000000001
cec2014,11,1,15.5,10.0,12.0,0.9679,0.9757,0.98065,0.9867,0.968,0.97575,0.9803999999999999,0.9864999999999999,-8.1341,-6.1617999999999995,-4.90095,-3.36895,-8.11805,-6.1564499999999995,-4.9751,-3.4238999999999997,0.0281,5151.2088,0.027700000000000002,1.22635,47.270799999999994,0.0315,0.0335,22.9281,0.044399999999999995,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.2502,0.2501,0.999,0.9995,1.0005,0.45035000000000003,0.4472,0.45325000000000004,1.002,0.99625,0.9913000000000001,-0.020499999999999997,-0.0668,1.0,0.8722,1.4464,4.4223,0.8659,0.6646,0.04605,0.9142,0.0505,0.12075,-0.6157,0.9,0.9,0.0909,0.9091,0.12104999999999999,0.12104999999999999,0.92225,0.1126
cec2014,12,1,15.5,10.0,6.0,0.9956,0.99585,0.9975,0.99975,0.99615,0.9952000000000001,0.9973,0.9999,-1.12655,-1.0518,-0.6342,-0.06265000000000001,-0.97645,-1.22335,-0.6771499999999999,-0.017849999999999998,-0.0003,1216.2228,0.0001,0.0025,26.6199,-5.4490450000000006e-05,-0.00015000000000000001,22.25975,-0.0013,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.50075,0.4999,0.501,1.0008499999999998,0.9996,0.99925,0.5139499999999999,-0.1175,1.0,0.87,-0.5355,0.0461,-1.0961,0.66595,0.044300000000000006,0.9114,0.04345,0.12345,-0.5727,0.9,0.9,0.8182,0.9091,0.11985000000000001,0.11985000000000001,0.1197,0.109
cec2014,13,1,15.5,10.0,7.0,0.6700999999999999,0.73775,0.7917,0.8684499999999999,0.67085,0.7388,0.79295,0.8697,-83.58494999999999,-66.447,-52.76945,-33.3313,-83.51135,-66.28819999999999,-52.547349999999994,-33.07785,0.8185,1314.32305,0.0005,0.0564,106.1617,0.8343,0.9876,3.8994,1.0,0.0717,0.044700000000000004,0.0637,1.6076000000000001,1.1202999999999999,0.69255,0.1181,0.07944999999999999,0.09085,1.4895,1.27305,0.8674999999999999,0.12874999999999998,0.0948,0.10185,1.35325,1.25105,0.9224,0.5635,0.043800000000000006,1.0,0.8262,-1.016,0.0139,-1.6366,0.5319,0.12840000000000001,0.96715,0.1227,0.0606,-0.35109999999999997,0.9,0.9,0.8182,0.8182,0.1207,0.1207,0.12075,0.17495
cec2014,14,1,15.5,10.0,8.0,0.6631499999999999,0.7262500000000001,0.7767,0.85165,0.6627,0.7279500000000001,0.7784,0.853,-85.3447,-69.36435,-56.562200000000004,-37.576049999999995,-85.64155,-69.04775000000001,-56.2335,-37.31675,0.5302,1586.2767,0.014700000000000001,0.43405000000000005,29.20695,0.6550499999999999,0.8793500000000001,3.09955,1.0,0.0916,0.058300000000000005,0.0839,1.5486,1.0885,0.70075,0.18,0.10769999999999999,0.13905,1.6729500000000002,1.28415,0.7706999999999999,0.2263,0.13755,0.15775,1.64155,1.4327,0.8673500000000001,0.5085500000000001,0.32955,1.0,0.8368,0.1652,0.2262,-0.4154,0.5466,0.13255,0.9701500000000001,0.12315,0.05735,-0.40449999999999997,0.9,0.9,0.9091,0.9091,0.1201,0.1201,0.17955,0.15845
cec2014,15,1,15.5,10.0,3.0,0.6818,0.747,0.8012999999999999,0.8756,0.68235,0.74795,0.8029999999999999,0.8765000000000001,-80.60985,-64.10665,-50.3404,-31.518900000000002,-80.6109,-63.95815,-49.9844,-31.3408,0.2026,171199498.7491,18145.34495,2741403.9793499997,153.88524999999998,0.33785,0.37829999999999997,159.88585,0.79705,0.10305,0.08195,0.1004,1.26335,1.0394999999999999,0.81785,0.2362,0.14725,0.17375000000000002,1.5968,1.35425,0.8453999999999999,0.26755,0.16515,0.17565,1.6109499999999999,1.5345,0.9480999999999999,6.574,61.9831,35.0,0.6967,7.4324,67581.8117,5.6306,0.5609999999999999,0.10039999999999999,0.96175,0.0912,0.06764999999999999,-0.18325,0.9,0.9,0.0909,0.9091,0.1194,0.1194,1.0,0.13395
cec2014,16,1,15.5,10.0,6.0,0.93975,0.9551000000000001,0.9633499999999999,0.97655,0.9394,0.95365,0.9625,0.9763,-15.26715,-11.3658,-9.2775,-5.9338,-15.3791,-11.75855,-9.51515,-6.01985,-0.0002,1605.0005500000002,1.5788e-06,0.0001,21.10725,-0.0012000000000000001,-0.0003,31.26345,-0.0039,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25129999999999997,0.25045,0.99475,0.9985,1.00225,0.5005,0.49855,0.50115,1.0039,1.0016,0.99605,0.00255,4.2986,7.5,0.80885,-1.997,0.0007,-2.8579,0.661,0.05115,0.9183,0.0542,0.11515,-0.593,0.9,0.9,0.8182,0.9091,0.11875,0.11875,0.11875,0.108
cec2014,17,1,15.5,10.0,24.0,0.92655,0.9339,0.94975,0.97055,0.9273499999999999,0.9326,0.94965,0.9711,-18.607550000000003,-16.7406,-12.72755,-7.4586500000000004,-18.429949999999998,-17.0974,-12.775549999999999,-7.3472,0.0299,3414854382.3615,163940.82675,8130530.21415,46.8952,0.8431500000000001,0.19419999999999998,222.92295000000001,1.0,0.1,0.06185,0.1,1.6178,1.0,0.6181000000000001,0.25,0.081,0.0853,3.0865,2.9318999999999997,0.9279,0.4488,0.0622,0.0321,7.1592,13.82665,1.91605,2.1286,5.545249999999999,15.0,0.76155,8.0931,7109709.4323,7.2322,0.55985,0.06745,0.94265,0.07205,0.0938,-0.2873,0.9,0.9,0.0909,0.9091,0.11985,0.11985,1.0,0.11225
cec2014,18,1,15.5,10.0,21.0,0.90245,0.9029,0.90895,0.9245,0.90315,0.9027499999999999,0.9088,0.9236,-24.7128,-24.5992,-23.071199999999997,-19.126,-24.586199999999998,-24.6784,-23.1417,-19.382550000000002,0.111,6899946938.02135,102250.8424,25096241.44585,242.7768,0.4204,0.701,620.2007,1.0,0.1,0.0741,0.1,1.3503500000000002,1.0,0.7482500000000001,0.25,0.13255,0.1436,1.8859,1.7406,0.9029,0.40395000000000003,0.11785,0.20495,3.4235499999999996,1.9599,0.5699000000000001,0.9469,0.80295,7.5,0.8267,8.1331,17875255.259,7.5325,0.5572,0.07045000000000001,0.9525,0.06475,0.08215,-0.4136,0.9,0.9,0.0909,0.9091,0.1195,0.1195,1.0,0.1231
cec2014,19,1,15.5,10.0,9.0,0.83445,0.85885,0.88305,0.91795,0.8351,0.85975,0.8829,0.9179,-41.950500000000005,-35.77095,-29.626649999999998,-20.78255,-41.852050000000006,-35.59395,-29.709200000000003,-20.8479,0.63395,9045.88955,0.27380000000000004,110.94225,402.78115,0.68745,0.9084,1234.8121999999998,0.99825,0.0814,0.04955,0.0774,1.65495,1.0608499999999998,0.64675,0.13295,0.06305,0.061149999999999996,2.09255,2.1951,1.0318,0.15965000000000001,0.11355000000000001,0.0785,1.39885,2.0220000000000002,1.4474,1.4757500000000001,1.7102,18.0,0.70635,2.3674,15.3528,1.4464,0.547,0.0761,0.9515,0.0827,0.08145,-0.2993,0.9,0.9,0.0909,0.8182,0.121,0.121,0.9995,0.16499999999999998
cec2014,20,1,15.5,10.0,21.0,0.9495,0.96135,0.96305,0.9652499999999999,0.95085,0.96195,0.9633,0.9652000000000001,-12.79785,-9.7829,-9.35385,-8.8021,-12.485299999999999,-9.6548,-9.3172,-8.8355,0.16725,14177876756.5293,476929.28115,100032763.37130001,190.0894,0.6757,0.49319999999999997,391.24005,1.0,0.1,0.0561,0.1,1.7817,1.0,0.5612,0.25,0.092,0.08299999999999999,2.7174,3.0122,1.1094,0.3577,0.08654999999999999,0.03365,4.099550000000001,10.54555,2.53895,1.61395,2.3887,18.0,0.7688,8.6537,32547116.0553,7.8729,0.5624,0.0581,0.94125,0.06509999999999999,0.09605,-0.30765,0.9,0.9,0.0909,0.9091,0.11985000000000001,0.11985000000000001,1.0,0.13019999999999998
cec2014,21,1,15.5,10.0,1.0,0.92815,0.9440500000000001,0.94525,0.9494,0.92885,0.94545,0.94495,0.9495499999999999,-18.1949,-14.1698,-13.87255,-12.8167,-18.05175,-13.843,-13.970849999999999,-12.810099999999998,0.7100500000000001,6001663962.4485,241950.5907,87374021.52605,356.8949,0.89865,0.81305,333.88695,1.0,0.10005,0.0416,0.1012,2.4184,0.9901,0.4094,0.253,0.0563,0.1511,4.4691,1.65665,0.3664,0.0799,0.07844999999999999,0.07555,1.01565,1.03695,1.0376,1.5625,2.0197,17.0,0.75225,8.1932,9596156.71065,7.34235,0.54745,0.07125000000000001,0.9425,0.07345,0.09395,-0.25965,0.9,0.9,0.0909,0.8182,0.11965,0.11965,1.0,0.16849999999999998
cec2014,22,1,15.5,10.0,20.0,0.87645,0.88815,0.897,0.9154,0.87705,0.8876999999999999,0.8976500000000001,0.9151,-31.2994,-28.334600000000002,-26.0883,-21.43225,-31.20135,-28.503999999999998,-25.977800000000002,-21.537300000000002,0.34725,3562437.1029000003,200.1438,84439.8225,414.06435,0.44494999999999996,0.599,495.331,0.9162,0.1007,0.0712,0.1022,1.41185,0.9843,0.6996,0.2157,0.0939,0.08285000000000001,2.3152999999999997,2.6167,1.1199,0.18075,0.13135,0.0986,1.3748999999999998,1.85005,1.33305,4.2751,22.065350000000002,49.5,0.61005,5.6907,243.9986,3.7788000000000004,0.5523499999999999,0.0727,0.95085,0.0673,0.0837,-0.2052,0.9,0.9,0.0909,0.9091,0.11935,0.11935,1.0,0.1466
cec2014,23,1,15.5,10.0,21.0,0.7932,0.8291999999999999,0.8545,0.89095,0.79095,0.82775,0.8531,0.8895500000000001,-52.3885,-43.26365,-36.8655,-27.624899999999997,-53.05275,-43.70235,-37.2845,-28.044249999999998,0.49385,6924.6898,0.5125500000000001,34.690250000000006,68.07185,0.6078,0.8420000000000001,11.81555,0.97855,0.1101,0.05455,0.10239999999999999,2.0115499999999997,1.07735,0.52675,0.21145,0.11610000000000001,0.12680000000000002,1.83075,1.63545,0.9159,0.21225,0.1283,0.12245,1.64095,1.7281,1.0524,1.1288,0.95305,4.0,0.8109,1.9269,7.6893,1.1862,0.5521,0.10200000000000001,0.96105,0.09305,0.0707,-0.3532,0.9,0.9,0.0909,0.9091,0.12145,0.12145,0.9969,0.15695
cec2014,24,1,15.5,10.0,3.0,0.72495,0.76825,0.80845,0.8737,0.71715,0.7626,0.8041499999999999,0.87265,-69.67920000000001,-58.7048,-48.519149999999996,-31.99575,-71.76885,-60.2709,-49.708749999999995,-32.32025,0.5496000000000001,3083.1903,0.12190000000000001,4.3842,35.36395,0.8511,0.5818000000000001,12.57215,0.88775,0.10705,0.0759,0.1041,1.41215,1.0306,0.73065,0.1956,0.11695,0.16595,1.6806999999999999,1.1908500000000002,0.70895,0.10975,0.0877,0.10025,1.25515,1.0877,0.87695,2.6634,7.1783,6.5,0.76305,1.3664,0.2914,-0.1151,0.543,0.0989,0.96045,0.0924,0.0697,-0.2125,0.9,0.9,0.0909,0.9091,0.12175,0.12175,0.9418,0.16060000000000002
cec2014,25,1,15.5,10.0,21.0,0.88385,0.9008,0.9160999999999999,0.9391,0.88,0.8987499999999999,0.9139999999999999,0.93735,-29.42595,-25.128349999999998,-21.26405,-15.43605,-30.4608,-25.69965,-21.838250000000002,-15.893699999999999,0.0077,3018.1441,0.0171,0.3106,17.35005,0.8068,0.19765,57.7765,0.9955,0.1,0.0652,0.1,1.5326,1.0,0.6525,0.25,0.1051,0.1426,2.3781499999999998,1.75285,0.72965,0.47465,0.0817,0.1284,5.83315,3.71435,0.63485,1.9135,4.65845,7.0,0.795,0.9259,0.6092,0.1051,0.5484,0.08424999999999999,0.9545,0.0793,0.0792,-0.32665,0.9,0.9,0.7273,0.9091,0.12079999999999999,0.12079999999999999,0.7214,0.1111
cec2014,26,1,15.5,10.0,10.0,0.7576,0.83755,0.8921,0.9372,0.75755,0.83635,0.8908,0.93625,-61.40405,-41.153999999999996,-27.3365,-15.91515,-61.5381,-41.5369,-27.7193,-16.18055,0.36295,3498.0107,0.12085,5.4581,47.08485,0.57395,0.45545,7.4540500000000005,0.70765,0.057300000000000004,0.05015,0.0539,1.1531500000000001,1.0756000000000001,0.92955,0.2052,0.1619,0.1875,1.2675,1.0986,0.8624499999999999,0.3165,0.1622,0.1768,1.9505499999999998,1.7961,0.91295,2.5659,7.6808,9.0,0.7676499999999999,1.6066,1.1616,0.4454,0.5640499999999999,0.08345,0.95005,0.08185,0.08274999999999999,-0.26985,0.9,0.9,0.0909,0.9091,0.12,0.12,0.96755,0.1466
cec2014,27,1,15.5,10.0,10.0,0.8601000000000001,0.87385,0.90435,0.9472499999999999,0.85675,0.8706499999999999,0.90175,0.94695,-35.44535,-31.947699999999998,-24.2393,-13.373650000000001,-36.3518,-32.83669999999999,-24.935200000000002,-13.4748,0.35175,9115.05675,6.058199999999999,42.66585,6.716200000000001,0.7220500000000001,0.46585,79.97985,0.8714,0.0626,0.0512,0.0586,1.24505,1.0682,0.86485,0.1296,0.0983,0.10325000000000001,1.3366500000000001,1.26105,0.9416500000000001,0.22605,0.13745000000000002,0.12455,1.6548500000000002,1.81725,1.11135,2.23155,6.519299999999999,12.0,0.7464,2.3073,10.1393,1.3664,0.54165,0.0716,0.94635,0.0748,0.08695,-0.2938,0.9,0.9,0.0909,0.9091,0.1218,0.1218,0.9993,0.1463
cec2014,28,1,15.5,10.0,13.0,1.0079,0.9979,0.9887999999999999,0.9779,1.01965,1.0027,0.9915499999999999,0.97895,1.9968499999999998,-0.52955,-2.8461999999999996,-5.5982,4.985849999999999,0.67935,-2.1449999999999996,-5.3504,0.10200000000000001,10158.22195,3.9461,30.5627,7.73565,0.1454,0.10725000000000001,6.50865,0.16135,0.09670000000000001,0.067,0.09445,1.44345,1.04095,0.7204999999999999,0.1363,0.1009,0.12575,1.3497,1.0863,0.8139000000000001,0.10830000000000001,0.08215,0.08775,1.3186,1.2355,0.9237,45.38825,2680.3498499999996,4.5,0.81105,2.0871,8.4319,1.2062,0.5456,0.060050000000000006,0.93805,0.07344999999999999,0.09705,-0.1131,0.9,0.9,0.0909,0.9091,0.12040000000000001,0.12040000000000001,0.99985,0.11975
cec2014,29,1,15.5,10.0,9.0,0.96925,0.98725,0.99105,0.99375,0.96945,0.989,0.9914499999999999,0.9941,-7.79345,-3.23085,-2.27105,-1.5864500000000001,-7.752599999999999,-2.7828999999999997,-2.17345,-1.4901,0.58765,880976731.9168,96004.25425,6879538.41525,71.5543,0.80135,0.6075,13.974699999999999,0.85485,0.06825,0.05495,0.0683,1.23235,0.9982500000000001,0.8087500000000001,0.1142,0.0887,0.1054,1.27935,1.0849000000000002,0.84165,0.1431,0.10545,0.1179,1.3633,1.21485,0.8984,2.33365,7.81025,6.5,0.77185,7.3724,1233363.4979,6.4314,0.5309999999999999,0.0584,0.92755,0.09555,0.10694999999999999,-0.28905000000000003,0.9,0.9,0.0909,0.8182,0.1201,0.1201,1.0,0.16185
